order_id,order_date,state,region,platform,category,product_name,unit_price,quantity,discount_pct,total_amount,payment_method,customer_age,customer_gender,customer_segment,rating,delivery_days,returned
ORD-100321,2024-04-14,Oyo,South-West,Konga,Books,WAEC Past Questions 2024,4569.08,2,5,8681.25,POS,33.0,Female,Premium,3.0,3.0,False
ORD-100322,2024-04-16,Rivers,South-South,Flutterwave Store,Phones & Tablets,Xiaomi Redmi Note 13,280368.2,1,0,280368.2,USSD,,Male,Regular,5.0,12.0,False
ORD-100323,2024-04-17,Abuja,North-Central,Flutterwave Store,Sports,Yoga Mat Non-Slip,87757.45,1,0,87757.45,POS,38.0,Male,Premium,4.0,8.0,False
ORD-100324,2024-04-18,Delta,South-South,WhatsApp Commerce,Beauty,Dark & Lovely Relaxer,18849.26,4,0,75397.04,Bank Transfer,,Male,Regular,2.0,1.0,True
ORD-100325,2024-04-20,Delta,South-South,Jiji,Books,WAEC Past Questions 2024,3363.88,1,15,2859.3,Bank Transfer,37.0,Male,New,5.0,10.0,False
ORD-100326,2024-04-21,Kano,North-West,Jiji,Groceries,Honeywell Flour 10kg,7010.92,2,5,13320.75,Card,32.0,Male,VIP,5.0,7.0,False
ORD-100327,2024-04-23,Kaduna,North-West,Jiji,Fashion,Men Agbada Set,32884.27,4,15,111806.52,USSD,20.0,Male,Premium,4.0,7.0,False
ORD-100328,2024-04-24,Enugu,South-East,Flutterwave Store,Sports,Kettlebell 20kg,68841.78,1,5,65399.69,Card,59.0,Male,Premium,2.0,13.0,False
ORD-100329,2024-04-26,Enugu,South-East,WhatsApp Commerce,Beauty,Maybelline Mascara,12211.09,1,10,10989.98,Bank Transfer,26.0,Male,VIP,4.0,1.0,False
ORD-100330,2024-04-27,Lagos,South-West,Jumia,Furniture,Glass Centre Table,283035.58,2,5,537767.6,Bank Transfer,45.0,Female,VIP,2.0,9.0,False
ORD-100331,2024-04-29,Lagos,South-West,Konga,Furniture,L-Shape Office Sofa,100641.73,1,0,100641.73,Pay on Delivery,30.0,Male,New,4.0,8.0,False
ORD-100332,2024-04-30,Rivers,South-South,Jumia,Groceries,Dangote Semolina 10kg,2027.76,1,15,1723.6,POS,42.0,Female,New,5.0,4.0,False
ORD-100333,2024-05-02,Kano,North-West,Flutterwave Store,Books,Nigerian Law Reports Vol 12,2184.58,4,0,8738.32,Bank Transfer,50.0,Male,Premium,5.0,10.0,False
ORD-100334,2024-05-03,Delta,South-South,Jiji,Electronics,Sony Home Theatre,66475.44,2,10,119655.79,Card,48.0,Female,New,1.0,11.0,False
ORD-100335,2024-05-05,Enugu,South-East,Konga,Books,Nigerian Law Reports Vol 12,6099.89,1,0,6099.89,Card,35.0,Male,Regular,3.0,5.0,False
ORD-100336,2024-05-06,Oyo,South-West,Flutterwave Store,Groceries,Honeywell Flour 10kg,4477.66,3,0,13432.98,POS,31.0,Male,New,4.0,2.0,True
ORD-100337,2024-05-08,Kano,North-West,Flutterwave Store,Furniture,Computer Work Desk,33484.4,5,15,142308.7,POS,49.0,Male,New,1.0,13.0,False
ORD-100338,2024-05-09,Rivers,South-South,Flutterwave Store,Books,Nigerian Law Reports Vol 12,9805.42,2,20,15688.67,Pay on Delivery,17.0,Female,Premium,3.0,9.0,True
ORD-100339,2024-05-10,Rivers,South-South,Konga,Furniture,Computer Work Desk,164729.79,4,20,527135.33,USSD,50.0,Female,Regular,4.0,12.0,False
ORD-100340,2024-05-12,Kano,North-West,Konga,Sports,Football Jersey Nigeria,109684.82,1,0,109684.82,Card,55.0,Female,New,2.0,12.0,False
ORD-100341,2024-05-13,Rivers,South-South,WhatsApp Commerce,Beauty,MAC Foundation Stick,24213.77,2,5,46006.16,POS,43.0,Female,Regular,3.0,6.0,False
ORD-100342,2024-05-15,Kano,North-West,WhatsApp Commerce,Electronics,Hisense Chest Freezer,77128.72,4,0,308514.88,Card,62.0,Male,Regular,5.0,3.0,False
ORD-100343,2024-05-16,Abuja,North-Central,Jumia,Sports,Kettlebell 20kg,57065.38,5,20,228261.52,POS,54.0,Male,Regular,1.0,12.0,False
ORD-100344,2024-05-18,Kano,North-West,Konga,Furniture,Glass Centre Table,25585.12,1,0,25585.12,Bank Transfer,21.0,Male,VIP,3.0,7.0,False
ORD-100345,2024-05-19,Kaduna,North-West,Konga,Furniture,Glass Centre Table,309205.45,1,10,278284.91,Card,24.0,Female,VIP,3.0,9.0,False
ORD-100346,2024-05-21,Kano,North-West,Konga,Fashion,Female Aso-Oke,28310.52,1,10,25479.47,Bank Transfer,35.0,Male,VIP,5.0,3.0,True
ORD-100347,2024-05-22,Rivers,South-South,WhatsApp Commerce,Fashion,Men Native Senator,13020.45,3,15,33202.15,Card,16.0,Female,VIP,4.0,2.0,False
ORD-100348,2024-05-24,Enugu,South-East,Flutterwave Store,Sports,Football Jersey Nigeria,68334.28,2,10,123001.7,USSD,23.0,Female,Premium,,7.0,True
ORD-100349,2024-05-25,Kaduna,North-West,Jiji,Phones & Tablets,Tecno Spark 20 Pro,207538.21,2,15,352814.96,Pay on Delivery,38.0,Female,New,5.0,7.0,False
ORD-100350,2024-05-27,Rivers,South-South,WhatsApp Commerce,Sports,Treadmill Manual,21816.58,1,15,18544.09,Bank Transfer,18.0,Female,VIP,2.0,4.0,False
ORD-100351,2024-05-28,Lagos,South-West,Konga,Fashion,Female Aso-Oke,30189.58,3,15,76983.43,POS,19.0,Female,Premium,4.0,11.0,False
ORD-100352,2024-05-29,Lagos,South-West,WhatsApp Commerce,Furniture,Computer Work Desk,179814.6,1,20,143851.68,USSD,40.0,Male,New,3.0,9.0,False
ORD-100353,2024-05-31,Enugu,South-East,Jumia,Groceries,Honeywell Flour 10kg,4926.98,1,20,3941.58,Card,62.0,Female,VIP,2.0,8.0,False
ORD-100354,2024-06-01,Enugu,South-East,Konga,Sports,Treadmill Manual,53689.87,5,5,255026.88,Bank Transfer,53.0,Female,New,1.0,13.0,False
ORD-100355,2024-06-03,Kaduna,North-West,Jumia,Furniture,L-Shape Office Sofa,492566.92,1,0,492566.92,Card,30.0,Male,VIP,1.0,13.0,False
ORD-100356,2024-06-04,Abuja,North-Central,Konga,Groceries,Golden Penny Rice 25kg,1621.85,4,15,5514.29,Card,36.0,Female,Premium,5.0,1.0,True
ORD-100357,2024-06-06,Enugu,South-East,WhatsApp Commerce,Groceries,Indomie Noodles Carton,3984.49,2,15,6773.63,Card,50.0,Female,Regular,4.0,1.0,False
ORD-100358,2024-06-07,Lagos,South-West,Flutterwave Store,Fashion,Men Native Senator,31419.41,1,0,31419.41,Pay on Delivery,61.0,Male,Regular,,5.0,False
ORD-100359,2024-06-09,Kano,North-West,Jiji,Sports,Kettlebell 20kg,49278.77,1,0,49278.77,Pay on Delivery,29.0,Male,New,5.0,6.0,False
ORD-100360,2024-06-10,Rivers,South-South,Jumia,Books,Nigerian Law Reports Vol 12,11726.76,1,15,9967.75,POS,51.0,Male,Premium,5.0,3.0,True
ORD-100361,2024-06-12,Lagos,South-West,WhatsApp Commerce,Electronics,LG Air Conditioner 1.5HP,256832.36,3,5,731972.23,Bank Transfer,27.0,Female,Regular,1.0,13.0,True
ORD-100362,2024-06-13,Lagos,South-West,Flutterwave Store,Fashion,Ankara Midi Dress,30421.81,2,10,54759.26,USSD,32.0,Male,VIP,1.0,9.0,True
ORD-100363,2024-06-15,Abuja,North-Central,WhatsApp Commerce,Fashion,Ankara Midi Dress,34675.02,4,10,124830.07,USSD,54.0,Male,Regular,5.0,12.0,True
ORD-100364,2024-06-16,Kaduna,North-West,Jumia,Books,ACCA F3 Textbook,11488.61,1,0,11488.61,USSD,24.0,Male,New,1.0,10.0,False
ORD-100365,2024-06-17,Kaduna,North-West,Jiji,Electronics,Scanfrost Refrigerator,319119.25,1,0,319119.25,Card,50.0,Female,New,4.0,6.0,False
ORD-100366,2024-06-19,Delta,South-South,WhatsApp Commerce,Furniture,Wardrobe 4-Door Mahogany,369035.52,1,10,332131.97,Pay on Delivery,28.0,Male,Premium,5.0,4.0,False
ORD-100367,2024-06-20,Abuja,North-Central,Konga,Phones & Tablets,iPhone 15 128GB,608108.65,4,10,2189191.14,Bank Transfer,30.0,Female,New,1.0,12.0,False
ORD-100368,2024-06-22,Kano,North-West,Flutterwave Store,Sports,Football Jersey Nigeria,20072.88,5,20,80291.52,Card,33.0,Female,Regular,2.0,7.0,False
ORD-100369,2024-06-23,Kaduna,North-West,WhatsApp Commerce,Phones & Tablets,iPhone 15 128GB,113636.19,2,5,215908.76,Pay on Delivery,48.0,Male,Regular,5.0,8.0,True
ORD-100370,2024-06-25,Rivers,South-South,Flutterwave Store,Furniture,Computer Work Desk,296179.64,3,0,888538.92,Pay on Delivery,21.0,Female,Regular,5.0,9.0,False
ORD-100371,2024-06-26,Enugu,South-East,Konga,Beauty,Maybelline Mascara,1244.5,1,0,1244.5,Bank Transfer,42.0,Female,Regular,4.0,13.0,False
ORD-100372,2024-06-28,Abuja,North-Central,Jiji,Fashion,Men Agbada Set,23000.15,2,20,36800.24,Bank Transfer,,Male,Premium,3.0,11.0,False
ORD-100373,2024-06-29,Enugu,South-East,Jiji,Electronics,"Samsung Smart TV 55""",85467.11,1,20,68373.69,Bank Transfer,42.0,Female,VIP,3.0,6.0,False
ORD-100374,2024-07-01,Lagos,South-West,Konga,Fashion,Men Native Senator,17205.7,3,0,51617.1,Card,49.0,Male,VIP,4.0,6.0,False
ORD-100375,2024-07-02,Rivers,South-South,Flutterwave Store,Groceries,Golden Penny Rice 25kg,6318.54,1,20,5054.83,POS,61.0,Female,Premium,4.0,8.0,False
ORD-100376,2024-07-04,Rivers,South-South,WhatsApp Commerce,Fashion,Ankara Midi Dress,42502.59,5,5,201887.3,Bank Transfer,53.0,Female,New,4.0,12.0,False
ORD-100377,2024-07-05,Lagos,South-West,Konga,Fashion,Female Aso-Oke,5577.69,4,10,20079.68,POS,29.0,Male,VIP,3.0,999.0,False
ORD-100378,2024-07-06,Abuja,North-Central,Jumia,Furniture,Computer Work Desk,278765.05,2,15,473900.58,Card,51.0,Male,New,4.0,3.0,True
ORD-100379,2024-07-08,Lagos,South-West,Flutterwave Store,Furniture,6ft Orthopedic Mattress,444203.41,3,0,1332610.23,POS,23.0,Female,VIP,,12.0,False
ORD-100380,2024-07-09,Enugu,South-East,Jiji,Furniture,Glass Centre Table,64191.55,2,10,115544.79,USSD,50.0,Female,New,5.0,3.0,False
ORD-100381,2024-07-11,Delta,South-South,Konga,Phones & Tablets,Infinix Hot 40 Pro,665753.25,5,10,2995889.62,POS,34.0,Male,Premium,5.0,13.0,False
ORD-100382,2024-07-12,Rivers,South-South,Jiji,Groceries,Titus Sardine 50pcs,3183.51,2,0,6367.02,Bank Transfer,45.0,Female,Regular,2.0,6.0,True
ORD-100383,2024-07-14,Oyo,South-West,Flutterwave Store,Beauty,Maybelline Mascara,8594.69,1,0,8594.69,Card,29.0,Female,New,2.0,2.0,True
ORD-100384,2024-07-15,Oyo,South-West,Jiji,Beauty,Nivea Fair & Lovely,24454.69,2,20,39127.5,Bank Transfer,35.0,Female,Regular,5.0,6.0,False
ORD-100385,2024-07-17,Enugu,South-East,Konga,Furniture,Wardrobe 4-Door Mahogany,120408.07,1,15,102346.86,USSD,64.0,Female,New,1.0,13.0,False
ORD-100386,2024-07-18,Kano,North-West,Flutterwave Store,Electronics,"Samsung Smart TV 55""",247219.97,1,0,247219.97,Bank Transfer,40.0,Male,New,3.0,6.0,True
ORD-100387,2024-07-20,Kaduna,North-West,Jumia,Phones & Tablets,Infinix Hot 40 Pro,663402.16,5,20,2653608.64,Bank Transfer,55.0,Male,New,,8.0,False
ORD-100388,2024-07-21,Lagos,South-West,Konga,Books,ICAN Study Pack,1644.78,1,10,1480.3,Bank Transfer,,Male,New,1.0,7.0,False
ORD-100389,2024-07-23,Lagos,South-West,WhatsApp Commerce,Electronics,Hisense Chest Freezer,239579.13,1,15,203642.26,Pay on Delivery,29.0,Male,New,3.0,8.0,False
ORD-100390,2024-07-24,Kano,North-West,Konga,Sports,Adidas Running Sneakers,114331.35,3,20,274395.24,USSD,41.0,Male,Regular,4.0,9.0,True
ORD-100391,2024-07-26,Kano,North-West,Flutterwave Store,Sports,Yoga Mat Non-Slip,17533.74,1,5,16657.05,Bank Transfer,53.0,Male,New,5.0,6.0,False
ORD-100392,2024-07-27,Enugu,South-East,Konga,Electronics,"Samsung Smart TV 55""",315234.14,4,20,1008749.25,Bank Transfer,38.0,Female,Regular,5.0,3.0,False
ORD-100393,2024-07-28,Enugu,South-East,Jumia,Furniture,L-Shape Office Sofa,307518.9,2,0,615037.8,Bank Transfer,37.0,Male,Premium,1.0,10.0,False
ORD-100394,2024-07-30,Kano,North-West,Jumia,Books,ACCA F3 Textbook,7859.33,2,10,14146.79,Card,63.0,Female,VIP,3.0,3.0,False
ORD-100395,2024-07-31,Rivers,South-South,WhatsApp Commerce,Books,WAEC Past Questions 2024,7819.8,1,20,6255.84,Pay on Delivery,34.0,Female,New,2.0,11.0,False
ORD-100396,2024-08-02,Enugu,South-East,Jiji,Phones & Tablets,Xiaomi Redmi Note 13,263609.45,2,0,527218.9,Card,61.0,Female,VIP,2.0,12.0,False
ORD-100397,2024-08-03,Delta,South-South,Flutterwave Store,Books,JAMB CBT Practice Book,11300.18,1,0,11300.18,Pay on Delivery,18.0,Male,Regular,3.0,1.0,False
ORD-100398,2024-08-05,Enugu,South-East,Flutterwave Store,Sports,Adidas Running Sneakers,113840.0,2,0,227680.0,Bank Transfer,57.0,Female,Premium,2.0,11.0,False
ORD-100399,2024-08-06,Lagos,South-West,Jiji,Groceries,Indomie Noodles Carton,5189.78,2,5,9860.58,USSD,34.0,Male,Premium,1.0,13.0,False
ORD-100400,2024-08-08,Enugu,South-East,Jumia,Furniture,Wardrobe 4-Door Mahogany,397125.79,2,10,714826.42,POS,24.0,Female,Premium,1.0,5.0,False
ORD-100401,2024-08-09,Rivers,South-South,Jumia,Books,WAEC Past Questions 2024,7812.39,1,0,7812.39,POS,43.0,Female,VIP,3.0,4.0,False
ORD-100402,2024-08-11,Kano,North-West,Konga,Phones & Tablets,Tecno Spark 20 Pro,405564.81,5,0,2027824.05,Bank Transfer,35.0,Male,Regular,2.0,999.0,False
ORD-100403,2024-08-12,Lagos,South-West,WhatsApp Commerce,Sports,Treadmill Manual,80315.95,2,5,152600.3,Card,60.0,Female,New,1.0,9.0,False
ORD-100404,2024-08-14,Enugu,South-East,WhatsApp Commerce,Groceries,Golden Penny Rice 25kg,4647.51,5,0,23237.55,USSD,22.0,Female,New,1.0,5.0,False
ORD-100405,2024-08-15,Rivers,South-South,WhatsApp Commerce,Fashion,Men Agbada Set,27892.72,3,0,83678.16,Pay on Delivery,29.0,Female,Regular,4.0,10.0,True
ORD-100406,2024-08-16,Delta,South-South,Konga,Fashion,Female Aso-Oke,35812.88,5,0,179064.4,Bank Transfer,24.0,Female,VIP,4.0,4.0,True
ORD-100407,2024-08-18,Enugu,South-East,WhatsApp Commerce,Groceries,Golden Penny Rice 25kg,4106.78,1,0,4106.78,USSD,34.0,Male,New,1.0,7.0,True
ORD-100408,2024-08-19,Rivers,South-South,Jiji,Sports,Treadmill Manual,7768.23,1,0,7768.23,USSD,62.0,Female,Regular,3.0,6.0,False
ORD-100409,2024-08-21,Delta,South-South,Konga,Phones & Tablets,Infinix Hot 40 Pro,160459.6,3,0,481378.8,Pay on Delivery,29.0,Female,New,5.0,4.0,True
ORD-100410,2024-08-22,Kano,North-West,Jiji,Groceries,Indomie Noodles Carton,3789.55,2,10,6821.19,USSD,53.0,Male,Premium,5.0,13.0,False
ORD-100411,2024-08-24,Enugu,South-East,Konga,Furniture,Glass Centre Table,369292.62,2,15,627797.45,Card,51.0,Female,New,1.0,13.0,False
ORD-100412,2024-08-25,Delta,South-South,WhatsApp Commerce,Furniture,Wardrobe 4-Door Mahogany,306807.36,1,20,245445.89,Card,55.0,Female,VIP,1.0,10.0,False
ORD-100413,2024-08-27,Lagos,South-West,Jiji,Fashion,Female Aso-Oke,30137.5,1,0,30137.5,Card,,Female,Regular,1.0,2.0,True
ORD-100414,2024-08-28,Kano,North-West,Jiji,Books,ICAN Study Pack,6376.21,3,0,19128.63,USSD,45.0,Female,VIP,3.0,1.0,False
ORD-100415,2024-08-30,Lagos,South-West,Jiji,Phones & Tablets,Infinix Hot 40 Pro,506042.65,3,0,1518127.95,Card,24.0,Male,Regular,4.0,4.0,False
ORD-100416,2024-08-31,Oyo,South-West,Konga,Fashion,Men Native Senator,16483.24,1,0,16483.24,Pay on Delivery,48.0,Female,Premium,1.0,4.0,False
ORD-100417,2024-09-02,Abuja,North-Central,Flutterwave Store,Books,Nigerian Law Reports Vol 12,6277.97,4,10,22600.69,USSD,40.0,Male,Regular,1.0,13.0,False
ORD-100418,2024-09-03,Enugu,South-East,WhatsApp Commerce,Books,WAEC Past Questions 2024,9238.21,2,0,18476.42,POS,29.0,Female,New,2.0,1.0,False
ORD-100419,2024-09-04,Delta,South-South,Jiji,Beauty,Neutrogena Body Lotion,21898.35,1,5,20803.43,USSD,26.0,Female,New,3.0,6.0,False
ORD-100420,2024-09-06,Abuja,North-Central,Flutterwave Store,Furniture,Computer Work Desk,230986.28,3,5,658310.9,Pay on Delivery,50.0,Female,Premium,1.0,4.0,True
ORD-100421,2024-09-07,Abuja,North-Central,WhatsApp Commerce,Sports,Treadmill Manual,8108.41,1,15,6892.15,POS,56.0,Male,Regular,2.0,1.0,False
ORD-100422,2024-09-09,Delta,South-South,WhatsApp Commerce,Electronics,LG Air Conditioner 1.5HP,69160.3,1,0,69160.3,USSD,29.0,Female,Premium,5.0,1.0,False
ORD-100423,2024-09-10,Kano,North-West,Jiji,Sports,Football Jersey Nigeria,5440.75,1,0,5440.75,Card,45.0,Female,New,1.0,13.0,False
ORD-100424,2024-09-12,Enugu,South-East,Jiji,Electronics,LG Air Conditioner 1.5HP,233843.11,4,0,935372.44,Bank Transfer,56.0,Male,VIP,1.0,1.0,False
ORD-100425,2024-09-13,Oyo,South-West,Konga,Groceries,Titus Sardine 50pcs,2992.36,3,15,7630.52,Bank Transfer,19.0,Male,Premium,2.0,8.0,False
ORD-100426,2024-09-15,Lagos,South-West,Flutterwave Store,Furniture,6ft Orthopedic Mattress,282677.35,2,5,537086.96,Card,19.0,Male,VIP,3.0,10.0,True
ORD-100427,2024-09-16,Rivers,South-South,Flutterwave Store,Books,WAEC Past Questions 2024,6527.39,5,0,32636.95,Bank Transfer,43.0,Male,VIP,1.0,8.0,False
ORD-100428,2024-09-18,Lagos,South-West,Jiji,Phones & Tablets,iPhone 15 128GB,97367.76,3,15,248287.79,Bank Transfer,23.0,Female,Regular,5.0,2.0,True
ORD-100429,2024-09-19,Rivers,South-South,WhatsApp Commerce,Electronics,"Samsung Smart TV 55""",150092.56,2,15,255157.35,Card,17.0,Female,Premium,1.0,11.0,False
ORD-100430,2024-09-21,Lagos,South-West,Jiji,Sports,Adidas Running Sneakers,28805.65,1,0,28805.65,Card,56.0,Female,VIP,5.0,13.0,False
ORD-100431,2024-09-22,Delta,South-South,WhatsApp Commerce,Books,ACCA F3 Textbook,5718.72,2,0,11437.44,USSD,61.0,Female,VIP,4.0,7.0,True
ORD-100432,2024-09-23,Oyo,South-West,WhatsApp Commerce,Electronics,Sony Home Theatre,83198.72,2,10,149757.7,USSD,37.0,Male,Regular,4.0,8.0,False
ORD-100433,2024-09-25,Enugu,South-East,Jiji,Electronics,Hisense Chest Freezer,296551.56,2,0,593103.12,Card,56.0,Female,Regular,,8.0,False
ORD-100434,2024-09-26,Rivers,South-South,Jumia,Beauty,Neutrogena Body Lotion,5015.48,2,5,9529.41,Pay on Delivery,31.0,Female,New,3.0,11.0,False
ORD-100435,2024-09-28,Enugu,South-East,Flutterwave Store,Electronics,"Samsung Smart TV 55""",336861.48,4,0,1347445.92,Bank Transfer,44.0,Female,VIP,1.0,10.0,False
ORD-100436,2024-09-29,Enugu,South-East,WhatsApp Commerce,Phones & Tablets,Xiaomi Redmi Note 13,353169.14,4,0,1412676.56,USSD,64.0,Female,New,1.0,11.0,False
ORD-100437,2024-10-01,Enugu,South-East,WhatsApp Commerce,Furniture,Glass Centre Table,426966.51,1,20,341573.21,Bank Transfer,63.0,Male,VIP,4.0,13.0,False
ORD-100438,2024-10-02,Kaduna,North-West,Jumia,Phones & Tablets,Samsung Galaxy A55,516005.09,4,20,1651216.29,POS,45.0,Female,New,5.0,7.0,False
ORD-100439,2024-10-04,Kano,North-West,Konga,Fashion,Female Aso-Oke,33752.39,5,15,143447.66,Card,27.0,Female,Regular,1.0,5.0,False
ORD-100440,2024-10-05,Lagos,South-West,Jumia,Books,Nigerian Law Reports Vol 12,9491.42,1,0,9491.42,Pay on Delivery,50.0,Female,Premium,1.0,1.0,False
ORD-100441,2024-10-07,Enugu,South-East,Jumia,Furniture,6ft Orthopedic Mattress,264801.32,3,10,714963.56,POS,26.0,Male,Regular,3.0,12.0,False
ORD-100442,2024-10-08,Lagos,South-West,WhatsApp Commerce,Beauty,Maybelline Mascara,13947.87,3,0,41843.61,POS,61.0,Male,New,2.0,9.0,False
ORD-100443,2024-10-10,Enugu,South-East,Flutterwave Store,Furniture,Computer Work Desk,269148.04,1,5,255690.64,POS,36.0,Female,New,4.0,13.0,True
ORD-100444,2024-10-11,Rivers,South-South,Jumia,Furniture,Glass Centre Table,304327.73,4,20,973848.74,Card,36.0,Female,Premium,4.0,7.0,False
ORD-100445,2024-10-13,Kano,North-West,Konga,Sports,Kettlebell 20kg,6439.15,5,10,28976.18,USSD,20.0,Female,VIP,2.0,2.0,False
ORD-100446,2024-10-14,Kano,North-West,Jiji,Furniture,6ft Orthopedic Mattress,212869.71,2,5,404452.45,Card,63.0,Male,New,1.0,6.0,False
ORD-100447,2024-10-15,Delta,South-South,Jumia,Beauty,Dark & Lovely Relaxer,15469.77,1,5,14696.28,USSD,,Female,New,3.0,2.0,False
ORD-100448,2024-10-17,Kaduna,North-West,Jumia,Phones & Tablets,Tecno Spark 20 Pro,492258.53,5,0,2461292.65,POS,52.0,Female,New,3.0,1.0,False
ORD-100449,2024-10-18,Delta,South-South,Konga,Furniture,L-Shape Office Sofa,401654.14,2,15,682812.04,POS,18.0,Female,Premium,4.0,7.0,True
ORD-100450,2024-10-20,Delta,South-South,Flutterwave Store,Groceries,Honeywell Flour 10kg,5412.57,5,0,27062.85,Pay on Delivery,59.0,Male,Regular,3.0,13.0,False
ORD-100451,2024-10-21,Delta,South-South,Jumia,Books,WAEC Past Questions 2024,11915.04,2,0,23830.08,USSD,48.0,Female,New,2.0,2.0,True
ORD-100452,2024-10-23,Delta,South-South,Jumia,Furniture,L-Shape Office Sofa,159830.9,1,10,143847.81,POS,24.0,Female,Premium,1.0,13.0,False
ORD-100453,2024-10-24,Delta,South-South,Flutterwave Store,Books,ICAN Study Pack,5078.83,5,15,21585.03,Bank Transfer,24.0,Male,New,2.0,2.0,False
ORD-100454,2024-10-26,Oyo,South-West,Konga,Groceries,Honeywell Flour 10kg,3378.85,3,10,9122.9,Pay on Delivery,19.0,Male,VIP,5.0,13.0,True
ORD-100455,2024-10-27,Kano,North-West,Jumia,Groceries,Dangote Semolina 10kg,3993.6,2,15,6789.12,Card,50.0,Female,Premium,4.0,11.0,False
ORD-100456,2024-10-29,Delta,South-South,Flutterwave Store,Books,Nigerian Law Reports Vol 12,10228.78,4,20,32732.1,Pay on Delivery,32.0,Male,New,3.0,5.0,False
ORD-100457,2024-10-30,Enugu,South-East,Jumia,Electronics,Scanfrost Refrigerator,93990.35,2,10,169182.63,Bank Transfer,,Female,Premium,5.0,5.0,False
ORD-100458,2024-11-01,Kano,North-West,Jiji,Fashion,Men Agbada Set,35480.01,1,0,35480.01,USSD,39.0,Male,New,3.0,7.0,False
ORD-100459,2024-11-02,Kano,North-West,WhatsApp Commerce,Sports,Kettlebell 20kg,50421.29,5,15,214290.48,Card,47.0,Male,Regular,1.0,1.0,False
ORD-100460,2024-11-03,Abuja,North-Central,Jiji,Electronics,Scanfrost Refrigerator,216621.55,3,15,552384.95,Card,16.0,Female,New,1.0,8.0,False
ORD-100461,2024-11-05,Oyo,South-West,Jumia,Electronics,LG Air Conditioner 1.5HP,226901.08,2,5,431112.05,USSD,23.0,Female,Premium,1.0,3.0,False
ORD-100462,2024-11-06,Delta,South-South,Konga,Phones & Tablets,iPhone 15 128GB,320229.21,2,5,608435.5,Pay on Delivery,60.0,Female,VIP,3.0,4.0,True
ORD-100463,2024-11-08,Lagos,South-West,WhatsApp Commerce,Sports,Adidas Running Sneakers,62975.98,5,0,314879.9,POS,,Male,VIP,5.0,9.0,False
ORD-100464,2024-11-09,Rivers,South-South,Jiji,Sports,Football Jersey Nigeria,51324.65,5,10,230960.92,Pay on Delivery,62.0,Female,VIP,1.0,4.0,False
ORD-100465,2024-11-11,Kaduna,North-West,Flutterwave Store,Electronics,LG Air Conditioner 1.5HP,38159.48,2,5,72503.01,Bank Transfer,55.0,Female,New,5.0,10.0,False
ORD-100466,2024-11-12,Enugu,South-East,Konga,Furniture,Computer Work Desk,232653.56,1,0,232653.56,POS,27.0,Female,Regular,3.0,12.0,True
ORD-100467,2024-11-14,Lagos,South-West,Jiji,Phones & Tablets,Infinix Hot 40 Pro,109505.95,1,20,87604.76,Pay on Delivery,27.0,Female,New,5.0,5.0,True
ORD-100468,2024-11-15,Oyo,South-West,Flutterwave Store,Phones & Tablets,Infinix Hot 40 Pro,344840.91,3,20,827618.18,USSD,61.0,Female,VIP,3.0,7.0,False
ORD-100469,2024-11-17,Rivers,South-South,Jumia,Groceries,Indomie Noodles Carton,4946.89,2,5,9399.09,Bank Transfer,62.0,Male,Premium,3.0,4.0,False
ORD-100470,2024-11-18,Oyo,South-West,Flutterwave Store,Beauty,Dark & Lovely Relaxer,14821.84,2,10,26679.31,Bank Transfer,30.0,Female,VIP,4.0,1.0,True
ORD-100471,2024-11-20,Enugu,South-East,Jiji,Sports,Yoga Mat Non-Slip,80526.69,3,15,205343.06,Bank Transfer,56.0,Female,Premium,,9.0,False
ORD-100472,2024-11-21,Kano,North-West,Jiji,Electronics,"Samsung Smart TV 55""",46912.61,3,0,140737.83,POS,34.0,Male,Regular,3.0,4.0,False
ORD-100473,2024-11-22,Rivers,South-South,Jumia,Groceries,Titus Sardine 50pcs,5390.92,1,10,4851.83,Card,41.0,Female,Premium,2.0,999.0,False
ORD-100474,2024-11-24,Kano,North-West,Flutterwave Store,Books,ICAN Study Pack,4571.2,5,0,22856.0,POS,44.0,Female,New,1.0,6.0,False
ORD-100475,2024-11-25,Enugu,South-East,Flutterwave Store,Fashion,Female Aso-Oke,19459.45,4,20,62270.24,Pay on Delivery,37.0,Female,New,4.0,1.0,False
ORD-100476,2024-11-27,Lagos,South-West,Jumia,Beauty,Neutrogena Body Lotion,21563.27,5,5,102425.53,Card,55.0,Female,New,4.0,12.0,False
ORD-100477,2024-11-28,Enugu,South-East,Flutterwave Store,Beauty,MAC Foundation Stick,1018.54,1,5,967.61,Pay on Delivery,36.0,Female,Premium,4.0,3.0,False
ORD-100478,2024-11-30,Lagos,South-West,Jumia,Beauty,Nivea Fair & Lovely,15039.59,2,15,25567.3,Card,53.0,Male,New,2.0,11.0,False
ORD-100479,2024-12-01,Rivers,South-South,Konga,Phones & Tablets,Samsung Galaxy A55,493016.19,5,0,2465080.95,POS,35.0,Male,New,3.0,2.0,False
ORD-100480,2024-12-03,Rivers,South-South,Jiji,Books,ICAN Study Pack,5483.93,2,15,9322.68,Bank Transfer,44.0,Male,New,1.0,9.0,False
ORD-100481,2024-12-04,Delta,South-South,Konga,Beauty,MAC Foundation Stick,6536.07,3,0,19608.21,USSD,19.0,Female,Regular,5.0,12.0,False
